timestamp,Hanover Park IL TGS - ESN (),Hanover Park IL TGS - Reflector_url  (),Hanover Park IL TGS - Reflector_status (),Hanover Park IL TGS - GPS_gs (meter_per_sec),Hanover Park IL TGS - Location (),Hanover Park IL TGS - Outside_Temp (°F),Hanover Park IL TGS - Conveyor_RPM (),Hanover Park IL TGS - Liq_GPM (gal/min),Hanover Park IL TGS - Pressure (psi),Hanover Park IL TGS - GPS_gs - transformed (meter_per_sec),Hanover Park IL TGS - Liq_GPM - transformed (gal/min)
"2019-02-01T05:06:10.998716Z","","","",7.345,"","","","","",9.58194,""
"2019-02-01T05:06:10.845716Z","","","","","","","","",737.0,"",""
"2019-02-01T05:06:10.844880Z","","","","","","","",1560.0,"","",1560.001264222503
"2019-02-01T05:06:07.844898Z","","","","","","",1.08e4,"","","",""
"2019-02-01T05:06:06.002026Z","","","","","{""alt"":247.84,""lat"":42.01475387,""lng"":-88.13178561}","","","","","",""
"2019-02-01T05:06:06.001944Z","","","",9.3,"","","","","",11.536940000000001,""
"2019-02-01T05:06:05.845727Z","","","","","","","","",798.0,"",""
"2019-02-01T05:06:04.844946Z","","","","","","","",2040.0,"","",2040.001264222503
"2019-02-01T05:06:02.845009Z","","","","","","",11520.0,"","","",""
"2019-02-01T05:06:01.002695Z","","","","","{""alt"":248.384,""lat"":42.01508911,""lng"":-88.13215812}","","","","","",""
"2019-02-01T05:06:01.002612Z","","","",9.16,"","","","","",11.39694,""
"2019-02-01T05:06:00.845785Z","","","","","","","","",867.0,"",""
"2019-02-01T05:06:00.844993Z","","","","","","","",1980.0,"","",1980.001264222503
"2019-02-01T05:05:57.845024Z","","","","","","",9.0e3,"","","",""
"2019-02-01T05:05:56.005357Z","","","","","{""alt"":246.828,""lat"":42.01540005,""lng"":-88.13237698}","","","","","",""
"2019-02-01T05:05:56.005216Z","","","",7.046,"","","","","",9.28294,""
"2019-02-01T05:05:55.845990Z","","","","","","","","",1035.0,"",""
"2019-02-01T05:05:55.845100Z","","","","","","","",1380.0,"","",1380.001264222503
"2019-02-01T05:05:52.845017Z","","","","","","",7920.0,"","","",""
"2019-02-01T05:05:51.003120Z","","","","","{""alt"":246.637,""lat"":42.01568648,""lng"":-88.13226804}","","","","","",""
"2019-02-01T05:05:51.003036Z","","","",7.794,"","","","","",10.03094,""
"2019-02-01T05:05:50.845821Z","","","","","","","","",811.0,"",""
"2019-02-01T05:05:50.844992Z","","","","","","","",1620.0,"","",1620.001264222503
"2019-02-01T05:05:49.844980Z","","","","","",10.0,"","","","",""
"2019-02-01T05:05:47.845015Z","","","","","","",10560.0,"","","",""
"2019-02-01T05:05:46.003807Z","","","","","{""alt"":247.131,""lat"":42.01591077,""lng"":-88.1318571}","","","","","",""
"2019-02-01T05:05:46.003723Z","","","",9.008,"","","","","",11.24494,""
"2019-02-01T05:05:45.845813Z","","","","","","","","",803.0,"",""
"2019-02-01T05:05:45.844944Z","","","","","","","",1920.0,"","",1920.001264222503
"2019-02-01T05:05:42.844903Z","","","","","","",1.05e4,"","","",""
"2019-02-01T05:05:41.004066Z","","","","","{""alt"":247.063,""lat"":42.01598112,""lng"":-88.13133055}","","","","","",""
"2019-02-01T05:05:41.003984Z","","","",8.894,"","","","","",11.13094,""
"2019-02-01T05:05:40.845702Z","","","","","","","","",587.0,"",""
"2019-02-01T05:05:40.844917Z","","","","","","","",1860.0,"","",1860.001264222503
"2019-02-01T05:05:37.844829Z","","","","","","",11040.0,"","","",""
"2019-02-01T05:05:36.004166Z","","","","","{""alt"":246.373,""lat"":42.01600901,""lng"":-88.1307919}","","","","","",""
"2019-02-01T05:05:36.004082Z","","","",8.992,"","","","","",11.228940000000001,""
"2019-02-01T05:05:35.845670Z","","","","","","","","",510.0,"",""
"2019-02-01T05:05:35.844813Z","","","","","","","",1920.0,"","",1920.001264222503
"2019-02-01T05:05:32.844793Z","","","","","","",1.11e4,"","","",""
"2019-02-01T05:05:31.005658Z","","","","","{""alt"":244.707,""lat"":42.01620173,""lng"":-88.13032846}","","","","","",""
"2019-02-01T05:05:31.005573Z","","","",8.869,"","","","","",11.10594,""
"2019-02-01T05:05:30.845474Z","","","","","","","","",590.0,"",""
"2019-02-01T05:05:30.844737Z","","","","","","","",3.0e3,"","",3000.0012642225033
"2019-02-01T05:05:27.844678Z","","","","","","",11220.0,"","","",""
"2019-02-01T05:05:26.003534Z","","","","","{""alt"":245.473,""lat"":42.01649555,""lng"":-88.12996012}","","","","","",""
"2019-02-01T05:05:26.003448Z","","","",8.637,"","","","","",10.873940000000001,""
"2019-02-01T05:05:25.845486Z","","","","","","","","",597.0,"",""
"2019-02-01T05:05:25.844649Z","","","","","","","",1.8e3,"","",1800.001264222503
"2019-02-01T05:05:21.844600Z","","","","","","",9480.0,"","","",""
"2019-02-01T05:05:21.003054Z","","","","","{""alt"":246.868,""lat"":42.01681747,""lng"":-88.12978476}","","","","","",""
"2019-02-01T05:05:21.002967Z","","","",8.243,"","","","","",10.479940000000001,""
"2019-02-01T05:05:20.845321Z","","","","","","","","",822.0,"",""
"2019-02-01T05:05:19.844565Z","","","","","","","",1740.0,"","",1740.001264222503
"2019-02-01T05:05:16.004025Z","","","","","{""alt"":247.461,""lat"":42.01720225,""lng"":-88.12977849}","","","","","",""
"2019-02-01T05:05:16.003941Z","","","",8.627,"","","","","",10.863940000000001,""
"2019-02-01T05:05:15.845360Z","","","","","","","","",794.0,"",""
"2019-02-01T05:05:15.844547Z","","","","","","",10560.0,1740.0,"","",1740.001264222503
"2019-02-01T05:05:12.844481Z","","","","","","",7860.0,"","","",""
"2019-02-01T05:05:11.003844Z","","","","","{""alt"":246.312,""lat"":42.01752081,""lng"":-88.12978428}","","","","","",""
"2019-02-01T05:05:11.003761Z","","","",4.951,"","","","","",7.187939999999999,""
"2019-02-01T05:05:10.845094Z","","","","","","","","",531.0,"",""
"2019-02-01T05:05:09.844381Z","","","","","","","",1320.0,"","",1320.001264222503
"2019-02-01T05:05:07.844397Z","","","","","","",7440.0,"","","",""
"2019-02-01T05:05:05.996463Z","","","","","{""alt"":245.06,""lat"":42.01762428,""lng"":-88.12992063}","","","","","",""
"2019-02-01T05:05:05.996381Z","","","",4.1,"","","","","",6.33694,""
"2019-02-01T05:05:05.845051Z","","","","","","","","",820.0,"",""
"2019-02-01T05:05:04.844320Z","","","","","","","",1320.0,"","",1320.001264222503
"2019-02-01T05:05:02.844282Z","","","","","","",9360.0,"","","",""
"2019-02-01T05:05:01.002970Z","","","","","{""alt"":245.834,""lat"":42.01760479,""lng"":-88.13030422}","","","","","",""
"2019-02-01T05:05:01.002889Z","","","",8.248,"","","","","",10.48494,""
"2019-02-01T05:05:00.845051Z","","","","","","","","",812.0,"",""
"2019-02-01T05:04:59.844216Z","","","","","","","",1740.0,"","",1740.001264222503
"2019-02-01T05:04:57.844234Z","","","","","","",9240.0,"","","",""
"2019-02-01T05:04:56.000416Z","","","","","{""alt"":248.052,""lat"":42.01758291,""lng"":-88.13076211}","","","","","",""
"2019-02-01T05:04:56.000332Z","","","",6.495,"","","","","",8.73194,""
"2019-02-01T05:04:55.844938Z","","","","","","","","",662.0,"",""
"2019-02-01T05:04:54.844156Z","","","","","","","",1320.0,"","",1320.001264222503
"2019-02-01T05:04:52.844111Z","","","","","","",7680.0,"","","",""
"2019-02-01T05:04:51.000914Z","","","","","{""alt"":249.826,""lat"":42.01757907,""lng"":-88.13104999}","","","","","",""
"2019-02-01T05:04:51.000815Z","","","",3.451,"","","","","",5.68794,""
"2019-02-01T05:04:50.844884Z","","","","","","","","",741.0,"",""
"2019-02-01T05:04:49.844107Z","","","","","","","",1320.0,"","",1320.001264222503
"2019-02-01T05:04:47.844002Z","","","","","","",9120.0,"","","",""
"2019-02-01T05:04:46.000483Z","","","","","{""alt"":251.358,""lat"":42.01755755,""lng"":-88.13142866}","","","","","",""
"2019-02-01T05:04:46.000398Z","","","",10.123,"","","","","",12.35994,""
"2019-02-01T05:04:45.844775Z","","","","","","","","",799.0,"",""
"2019-02-01T05:04:45.843962Z","","","","","","","",2160.0,"","",2160.0012642225033
"2019-02-01T05:04:42.843894Z","","","","","","",12720.0,"","","",""
"2019-02-01T05:04:41.019321Z","","","","","{""alt"":251.954,""lat"":42.01751697,""lng"":-88.13206998}","","","","","",""
"2019-02-01T05:04:41.019236Z","","","",10.108,"","","","","",12.344940000000001,""
"2019-02-01T05:04:40.844661Z","","","","","","","","",894.0,"",""
"2019-02-01T05:04:39.843893Z","","","","","","","",2220.0,"","",2220.0012642225033
"2019-02-01T05:04:37.843787Z","","","","","","",12840.0,"","","",""
"2019-02-01T05:04:35.995325Z","","","","","{""alt"":252.009,""lat"":42.01749775,""lng"":-88.13269626}","","","","","",""
"2019-02-01T05:04:35.995203Z","","","",10.653,"","","","","",12.889940000000001,""
"2019-02-01T05:04:35.844616Z","","","","","","","","",819.0,"",""
"2019-02-01T05:04:35.843753Z","","","","","","","",2280.0,"","",2280.0012642225033
"2019-02-01T05:04:32.843739Z","","","","","","",12420.0,"","","",""
"2019-02-01T05:04:30.998217Z","","","","","{""alt"":252.337,""lat"":42.01746855,""lng"":-88.13331011}","","","","","",""
"2019-02-01T05:04:30.998134Z","","","",9.903,"","","","","",12.139940000000001,""
"2019-02-01T05:04:30.844486Z","","","","","","","","",906.0,"",""
"2019-02-01T05:04:30.843670Z","","","","","","","",2.1e3,"","",2100.0012642225033
"2019-02-01T05:04:27.843652Z","","","","","","",11520.0,"","","",""
"2019-02-01T05:04:26.005085Z","","","","","{""alt"":253.582,""lat"":42.01743991,""lng"":-88.13386889}","","","","","",""
"2019-02-01T05:04:26.004997Z","","","",8.57,"","","","","",10.80694,""
"2019-02-01T05:04:25.844459Z","","","","","","","","",787.0,"",""
"2019-02-01T05:04:25.843591Z","","","","","","","",1740.0,"","",1740.001264222503
"2019-02-01T05:04:22.843463Z","","","","","","",7920.0,"","","",""
"2019-02-01T05:04:20.995372Z","","","","","{""alt"":255.669,""lat"":42.01741316,""lng"":-88.13428133}","","","","","",""
"2019-02-01T05:04:20.995288Z","","","",5.397,"","","","","",7.633940000000001,""
"2019-02-01T05:04:20.844331Z","","","","","","","","",589.0,"",""
"2019-02-01T05:04:20.843474Z","","","","","","","",1320.0,"","",1320.001264222503
"2019-02-01T05:04:17.843405Z","","","","","","",7320.0,"","","",""
"2019-02-01T05:04:15.997187Z","","","","","{""alt"":254.6,""lat"":42.01734562,""lng"":-88.1344538}","","","","","",""
"2019-02-01T05:04:15.997102Z","","","",2.518,"","","","","",4.7549399999999995,""
"2019-02-01T05:04:15.844098Z","","","","","","","","",647.0,"",""
"2019-02-01T05:04:12.843231Z","","","","","","",7.5e3,1320.0,"","",1320.001264222503
"2019-02-01T05:04:10.998701Z","","","","","{""alt"":251.71,""lat"":42.01712258,""lng"":-88.13445065}","","","","","",""
"2019-02-01T05:04:10.998616Z","","","",8.5,"","","","","",10.73694,""
"2019-02-01T05:04:10.844130Z","","","","","","","","",816.0,"",""
"2019-02-01T05:04:10.843228Z","","","","","","","",1.8e3,"","",1800.001264222503
"2019-02-01T05:04:06.843073Z","","","","","","",10860.0,"","","",""
"2019-02-01T05:04:05.996154Z","","","","","{""alt"":254.933,""lat"":42.01669681,""lng"":-88.13442757}","","","","","",""
"2019-02-01T05:04:05.996071Z","","","",8.635,"","","","","",10.87194,""
"2019-02-01T05:04:05.844035Z","","","","","","","","",909.0,"",""
"2019-02-01T05:04:05.843065Z","","","","","","","",1860.0,"","",1860.001264222503
"2019-02-01T05:04:02.843067Z","","","","","","",1.11e4,"","","",""
"2019-02-01T05:04:00.990970Z","","","","","{""alt"":254.625,""lat"":42.01628076,""lng"":-88.13441729}","","","","","",""
"2019-02-01T05:04:00.990884Z","","","",9.622,"","","","","",11.85894,""
"2019-02-01T05:04:00.843820Z","","","","","","","","",1031.0,"",""
"2019-02-01T05:04:00.842951Z","","","","","","","",2.1e3,"","",2100.0012642225033
"2019-02-01T05:03:57.842893Z","","","","","","",12360.0,"","","",""
"2019-02-01T05:03:55.995701Z","","","","","{""alt"":256.582,""lat"":42.01582212,""lng"":-88.13440808}","","","","","",""
"2019-02-01T05:03:55.995616Z","","","",8.159,"","","","","",10.395940000000001,""
"2019-02-01T05:03:55.843618Z","","","","","","","","",967.0,"",""
"2019-02-01T05:03:52.842741Z","","","","","","",12240.0,"","","",""
"2019-02-01T05:03:51.842704Z","","","","","","","",2160.0,"","",2160.0012642225033
"2019-02-01T05:03:50.991577Z","","","","","{""alt"":253.786,""lat"":42.01538846,""lng"":-88.13443106}","","","","","",""
"2019-02-01T05:03:50.991492Z","","","",10.151,"","","","","",12.38794,""
"2019-02-01T05:03:50.843541Z","","","","","","","","",927.0,"",""
"2019-02-01T05:03:47.842655Z","","","","","","",12420.0,2220.0,"","",2220.0012642225033
"2019-02-01T05:03:45.993396Z","","","","","{""alt"":253.367,""lat"":42.0149297,""lng"":-88.13442405}","","","","","",""
"2019-02-01T05:03:45.993311Z","","","",9.52,"","","","","",11.75694,""
"2019-02-01T05:03:45.843401Z","","","","","","","","",820.0,"",""
"2019-02-01T05:03:42.842646Z","","","","","","",1.23e4,"","","",""
"2019-02-01T05:03:41.842638Z","","","","","","","",2.1e3,"","",2100.0012642225033
"2019-02-01T05:03:40.994723Z","","","","","{""alt"":250.933,""lat"":42.01449347,""lng"":-88.13439926}","","","","","",""
"2019-02-01T05:03:40.994636Z","","","",11.352,"","","","","",13.588940000000001,""
"2019-02-01T05:03:40.843340Z","","","","","","","","",1009.0,"",""
"2019-02-01T05:03:37.842601Z","","","","","","",11340.0,1980.0,"","",1980.001264222503
"2019-02-01T05:03:35.992041Z","","","","","{""alt"":253.966,""lat"":42.01406173,""lng"":-88.13446096}","","","","","",""
"2019-02-01T05:03:35.991956Z","","","",8.886,"","","","","",11.12294,""
"2019-02-01T05:03:35.843413Z","","","","","","","","",828.0,"",""
"2019-02-01T05:03:32.842633Z","","","","","","",10620.0,1860.0,"","",1860.001264222503
"2019-02-01T05:03:30.992427Z","","","","","{""alt"":252.77,""lat"":42.01370574,""lng"":-88.1346412}","","","","","",""
"2019-02-01T05:03:30.992345Z","","","",8.563,"","","","","",10.799940000000001,""
"2019-02-01T05:03:30.843417Z","","","","","","","","",692.0,"",""
"2019-02-01T05:03:26.842525Z","","","","","","",9780.0,"","","",""
"2019-02-01T05:03:25.992421Z","","","","","{""alt"":249.813,""lat"":42.01337312,""lng"":-88.13460054}","","","","","",""
"2019-02-01T05:03:25.992335Z","","","",7.384,"","","","","",9.620940000000001,""
"2019-02-01T05:03:25.843400Z","","","","","","","","",822.0,"",""
"2019-02-01T05:03:25.842514Z","","","","","","","",1680.0,"","",1680.001264222503
"2019-02-01T05:03:22.842560Z","","","","","","",9780.0,1620.0,"","",1620.001264222503
"2019-02-01T05:03:20.991385Z","","","","","{""alt"":253.587,""lat"":42.01304093,""lng"":-88.13438705}","","","","","",""
"2019-02-01T05:03:20.991297Z","","","",6.664,"","","","","",8.90094,""
"2019-02-01T05:03:20.843300Z","","","","","","","","",1058.0,"",""
"2019-02-01T05:03:17.842485Z","","","","","","",8.1e3,1.5e3,"","",1500.001264222503
"2019-02-01T05:03:15.992138Z","","","","","{""alt"":252.489,""lat"":42.01279901,""lng"":-88.13429766}","","","","","",""
"2019-02-01T05:03:15.992056Z","","","",4.075,"","","","","",6.31194,""
"2019-02-01T05:03:15.843179Z","","","","","","","","",3.0,"",""
"2019-02-01T05:03:10.990877Z","","","","","{""alt"":250.047,""lat"":42.01266845,""lng"":-88.13442094}","","","","","",""
"2019-02-01T05:03:10.990791Z","","","",2.334,"","","","","",4.57094,""
"2019-02-01T05:03:10.843142Z","","","","","","","","",19.0,"",""
"2019-02-01T05:03:07.842440Z","","","","","","",0.0,0.0,"","",0.0012642225031605564
"2019-02-01T05:03:05.990582Z","","","","","{""alt"":246.864,""lat"":42.01268784,""lng"":-88.1344523}","","","","","",""
"2019-02-01T05:03:05.990500Z","","","",1.144,"","","","","",3.38094,""
"2019-02-01T05:03:05.843288Z","","","","","","","","",913.0,"",""
"2019-02-01T05:03:05.842464Z","","","","","","","",180.0,"","",180.00126422250315
"2019-02-01T05:03:02.842441Z","","","","","","",7380.0,"","","",""
"2019-02-01T05:03:01.000108Z","","","","","{""alt"":246.94,""lat"":42.01272103,""lng"":-88.13436705}","","","","","",""
"2019-02-01T05:03:01.000022Z","","","",2.446,"","","","","",4.68294,""
"2019-02-01T05:03:00.843096Z","","","","","","","","",950.0,"",""
"2019-02-01T05:02:58.842396Z","","","","","","","",1320.0,"","",1320.001264222503
"2019-02-01T05:02:57.842385Z","","","","","","",8.1e3,"","","",""
"2019-02-01T05:02:56.842396Z","","","","","","","",1680.0,"","",1680.001264222503
"2019-02-01T05:02:55.988876Z","","","","","{""alt"":249.308,""lat"":42.01274181,""lng"":-88.13427268}","","","","","",""
"2019-02-01T05:02:55.988780Z","","","",0.116,"","","","","",2.3529400000000003,""
"2019-02-01T05:02:55.843197Z","","","","","","","","",110.0,"",""
"2019-02-01T05:02:52.842387Z","","","","","","",8520.0,"","","",""
"2019-02-01T05:02:51.842412Z","","","","","","","",180.0,"","",180.00126422250315
"2019-02-01T05:02:50.990458Z","","","","","{""alt"":255.193,""lat"":42.01281174,""lng"":-88.13443046}","","","","","",""
"2019-02-01T05:02:50.990375Z","","","",3.822,"","","","","",6.05894,""
"2019-02-01T05:02:47.843099Z","","","","","","","","",2.0,"",""
"2019-02-01T05:02:45.987896Z","","","","","{""alt"":252.073,""lat"":42.01293737,""lng"":-88.13445341}","","","","","",""
"2019-02-01T05:02:45.987813Z","","","",3.595,"","","","","",5.83194,""
"2019-02-01T05:02:45.843053Z","","","","","","","","",11.0,"",""
"2019-02-01T05:02:40.997823Z","","","","","{""alt"":251.69,""lat"":42.01316476,""lng"":-88.13460561}","","","","","",""
"2019-02-01T05:02:40.997739Z","","","",8.337,"","","","","",10.57394,""
"2019-02-01T05:02:39.843004Z","","","","","","","","",2.0,"",""
"2019-02-01T05:02:35.997002Z","","","","","{""alt"":250.925,""lat"":42.01350624,""lng"":-88.13483636}","","","","","",""
"2019-02-01T05:02:35.996921Z","","","",8.446,"","","","","",10.68294,""
"2019-02-01T05:02:35.842997Z","","","","","","","","",3.0,"",""
"2019-02-01T05:02:30.998151Z","","","","","{""alt"":249.465,""lat"":42.01386935,""lng"":-88.13479368}","","","","","",""
"2019-02-01T05:02:30.998065Z","","","",8.617,"","","","","",10.853940000000001,""
"2019-02-01T05:02:26.842941Z","","","","","","","","",2.0,"",""
"2019-02-01T05:02:25.998017Z","","","","","{""alt"":249.942,""lat"":42.01423639,""lng"":-88.13461906}","","","","","",""
"2019-02-01T05:02:25.997933Z","","","",8.733,"","","","","",10.969940000000001,""
"2019-02-01T05:02:20.997526Z","","","","","{""alt"":250.139,""lat"":42.01461248,""lng"":-88.13459291}","","","","","",""
"2019-02-01T05:02:20.997443Z","","","",8.002,"","","","","",10.238940000000001,""
"2019-02-01T05:02:20.842985Z","","","","","","","","",2.0,"",""
"2019-02-01T05:02:19.842927Z","","","","","","","","",3.0,"",""
"2019-02-01T05:02:15.997678Z","","","","","{""alt"":249.097,""lat"":42.01498299,""lng"":-88.1346098}","","","","","",""
"2019-02-01T05:02:15.997593Z","","","",8.866,"","","","","",11.10294,""
"2019-02-01T05:02:11.842885Z","","","","","","","","",2.0,"",""
"2019-02-01T05:02:10.998728Z","","","","","{""alt"":248.764,""lat"":42.01539223,""lng"":-88.13460136}","","","","","",""
"2019-02-01T05:02:10.998646Z","","","",9.637,"","","","","",11.873940000000001,""
"2019-02-01T05:02:07.842845Z","","","","","","","","",3.0,"",""
"2019-02-01T05:02:05.995705Z","","","","","{""alt"":250.08,""lat"":42.01580942,""lng"":-88.13459885}","","","","","",""
"2019-02-01T05:02:05.995583Z","","","",8.842,"","","","","",11.078940000000001,""
"2019-02-01T05:02:02.842882Z","","","","","","","","",3.0,"",""
"2019-02-01T05:02:00.992618Z","","","","","{""alt"":249.031,""lat"":42.0162098,""lng"":-88.13459179}","","","","","",""
"2019-02-01T05:02:00.992534Z","","","",10.229,"","","","","",12.46594,""
"2019-02-01T05:01:55.992784Z","","","","","{""alt"":246.725,""lat"":42.01664899,""lng"":-88.13456898}","","","","","",""
"2019-02-01T05:01:55.992699Z","","","",9.25,"","","","","",11.48694,""
"2019-02-01T05:01:53.842804Z","","","","","","","","",2.0,"",""
"2019-02-01T05:01:52.842706Z","","","","","","","","",3.0,"",""
"2019-02-01T05:01:50.986456Z","","","","","{""alt"":245.84,""lat"":42.01710609,""lng"":-88.13456683}","","","","","",""
"2019-02-01T05:01:50.986373Z","","","",9.794,"","","","","",12.030940000000001,""
"2019-02-01T05:01:49.842002Z","","","","","","",0.0,0.0,"","",0.0012642225031605564
"2019-02-01T05:01:47.842887Z","","","","","","","","",723.0,"",""
"2019-02-01T05:01:46.000256Z","","","","","{""alt"":246.306,""lat"":42.01750013,""lng"":-88.1345726}","","","","","",""
"2019-02-01T05:01:46.000172Z","","","",7.389,"","","","","",9.62594,""
"2019-02-01T05:01:45.842061Z","","","","","","","",1.5e3,"","",1500.001264222503
"2019-02-01T05:01:44.841971Z","","","","","","",8280.0,"","","",""
"2019-02-01T05:01:42.842766Z","","","","","","","","",893.0,"",""
"2019-02-01T05:01:40.988543Z","","","","","{""alt"":245.454,""lat"":42.01777364,""lng"":-88.13455687}","","","","","",""
"2019-02-01T05:01:40.988460Z","","","",3.878,"","","","","",6.114940000000001,""
"2019-02-01T05:01:40.841928Z","","","","","","","",1320.0,"","",1320.001264222503
"2019-02-01T05:01:39.841911Z","","","","","","",7920.0,"","","",""
"2019-02-01T05:01:37.842671Z","","","","","","","","",15.0,"",""
"2019-02-01T05:01:35.994272Z","","","","","{""alt"":240.958,""lat"":42.01781786,""lng"":-88.13452877}","","","","","",""
"2019-02-01T05:01:35.994188Z","","","",0.684,"","","","","",2.9209400000000003,""
"2019-02-01T05:01:35.841950Z","","","","","","","",1260.0,"","",1260.001264222503
"2019-02-01T05:01:34.841893Z","","","","","","",7620.0,"","","",""
"2019-02-01T05:01:32.842637Z","","","","","","","","",959.0,"",""
"2019-02-01T05:01:30.991326Z","","","","","{""alt"":243.679,""lat"":42.01775096,""lng"":-88.13455049}","","","","","",""
"2019-02-01T05:01:30.991244Z","","","",2.394,"","","","","",4.630940000000001,""
"2019-02-01T05:01:30.841883Z","","","","","","","",1260.0,"","",1260.001264222503
"2019-02-01T05:01:29.841955Z","","","","","","",7740.0,"","","",""
"2019-02-01T05:01:27.842705Z","","","","","","","","",988.0,"",""
"2019-02-01T05:01:25.989515Z","","","","","{""alt"":244.814,""lat"":42.01764722,""lng"":-88.13455724}","","","","","",""
"2019-02-01T05:01:25.989427Z","","","",2.51,"","","","","",4.74694,""
"2019-02-01T05:01:24.841851Z","","","","","","",7.5e3,"","","",""
"2019-02-01T05:01:22.842653Z","","","","","","","","",1034.0,"",""
"2019-02-01T05:01:21.841840Z","","","","","","","",1320.0,"","",1320.001264222503
"2019-02-01T05:01:20.990568Z","","","","","{""alt"":245.524,""lat"":42.01752841,""lng"":-88.134555}","","","","","",""
"2019-02-01T05:01:20.990480Z","","","",2.699,"","","","","",4.93594,""
"2019-02-01T05:01:19.841872Z","","","","","","",8520.0,1260.0,"","",1260.001264222503
"2019-02-01T05:01:17.842588Z","","","","","","","","",3.0,"",""
"2019-02-01T05:01:15.997433Z","","","","","{""alt"":246.41,""lat"":42.01741035,""lng"":-88.13456197}","","","","","",""
"2019-02-01T05:01:15.997348Z","","","",2.068,"","","","","",4.30494,""
"2019-02-01T05:01:12.842587Z","","","","","","","","",3.0,"",""
"2019-02-01T05:01:10.997921Z","","","","","{""alt"":246.527,""lat"":42.01738917,""lng"":-88.13456166}","","","","","",""
"2019-02-01T05:01:10.997835Z","","","",1.951,"","","","","",4.18794,""
"2019-02-01T05:01:07.842486Z","","","","","","","","",0.0,"",""
"2019-02-01T05:01:05.999908Z","","","","","{""alt"":247.038,""lat"":42.01751347,""lng"":-88.13442349}","","","","","",""
"2019-02-01T05:01:05.999823Z","","","",4.071,"","","","","",6.30794,""
"2019-02-01T05:01:02.842502Z","","","","","","","","",1.0,"",""
"2019-02-01T05:01:00.997284Z","","","","","{""alt"":248.231,""lat"":42.01754318,""lng"":-88.13403486}","","","","","",""
"2019-02-01T05:01:00.997200Z","","","",9.351,"","","","","",11.587940000000001,""
"2019-02-01T05:00:57.842496Z","","","","","","","","",0.0,"",""
"2019-02-01T05:00:55.996452Z","","","","","{""alt"":249.067,""lat"":42.01757032,""lng"":-88.13344412}","","","","","",""
"2019-02-01T05:00:55.996373Z","","","",9.885,"","","","","",12.12194,""
"2019-02-01T05:00:52.842444Z","","","","","","","","",3.0,"",""
"2019-02-01T05:00:50.996115Z","","","","","{""alt"":246.821,""lat"":42.01758757,""lng"":-88.13283972}","","","","","",""
"2019-02-01T05:00:50.996034Z","","","",9.964,"","","","","",12.200940000000001,""
"2019-02-01T05:00:45.994880Z","","","","","{""alt"":246.525,""lat"":42.01761142,""lng"":-88.13224041}","","","","","",""
"2019-02-01T05:00:45.994754Z","","","",10.192,"","","","","",12.42894,""
"2019-02-01T05:00:40.997200Z","","","","","{""alt"":245.645,""lat"":42.01762861,""lng"":-88.13163702}","","","","","",""
"2019-02-01T05:00:40.997116Z","","","",9.558,"","","","","",11.79494,""
"2019-02-01T05:00:36.841622Z","","","","","",9.0,"","","","",""
"2019-02-01T05:00:35.999253Z","","","","","{""alt"":244.937,""lat"":42.01764575,""lng"":-88.13111473}","","","","","",""
"2019-02-01T05:00:35.999175Z","","","",7.295,"","","","","",9.53194,""
"2019-02-01T05:00:35.842310Z","","","","","","","","",2.0,"",""
"2019-02-01T05:00:31.000044Z","","","","","{""alt"":244.159,""lat"":42.01765206,""lng"":-88.13075085}","","","","","",""
"2019-02-01T05:00:30.999959Z","","","",4.088,"","","","","",6.32494,""
"2019-02-01T05:00:28.842352Z","","","","","","","","",2.0,"",""
"2019-02-01T05:00:26.842238Z","","","","","","","","",6.0,"",""
"2019-02-01T05:00:25.997157Z","","","","","{""alt"":245.054,""lat"":42.01765655,""lng"":-88.13044683}","","","","","",""
"2019-02-01T05:00:25.997074Z","","","",7.19,"","","","","",9.42694,""
"2019-02-01T05:00:20.996118Z","","","","","{""alt"":246.476,""lat"":42.01766659,""lng"":-88.12998081}","","","","","",""
"2019-02-01T05:00:20.996034Z","","","",6.836,"","","","","",9.072940000000001,""
"2019-02-01T05:00:18.842186Z","","","","","","","","",2.0,"",""
"2019-02-01T05:00:14.997488Z","","","","","{""alt"":249.585,""lat"":42.01754346,""lng"":-88.12962645}","","","","","",""
"2019-02-01T05:00:14.997402Z","","","",4.835,"","","","","",7.07194,""
"2019-02-01T05:00:13.842206Z","","","","","","","","",3.0,"",""
"2019-02-01T05:00:10.572643Z","","","",7.533,"","","","","",9.76994,""
"2019-02-01T05:00:10.571593Z","","","","","{""alt"":250.81,""lat"":42.01728644,""lng"":-88.12962287}","","","","","",""
"2019-02-01T05:00:05.842104Z","","","","","","","","",2.0,"",""
"2019-02-01T05:00:04.997354Z","","","","","{""alt"":251.452,""lat"":42.01690523,""lng"":-88.12963242}","","","","","",""
"2019-02-01T05:00:04.997272Z","","","",7.962,"","","","","",10.19894,""
"2019-02-01T05:00:00.572707Z","","","",8.155,"","","","","",10.39194,""
"2019-02-01T05:00:00.571603Z","","","","","{""alt"":249.794,""lat"":42.01656193,""lng"":-88.12977294}","","","","","",""
"2019-02-01T04:59:57.841345Z","","","","","",10.0,"","","","",""
"2019-02-01T04:59:56.842274Z","","","","","","","","",2.0,"",""
"2019-02-01T04:59:55.842066Z","","","","","","","","",3.0,"",""
