timestamp,Hanover Park IL TGS - ESN (),Hanover Park IL TGS - Reflector_url  (),Hanover Park IL TGS - Reflector_status (),Hanover Park IL TGS - GPS_gs (meter_per_sec),Hanover Park IL TGS - Location (),Hanover Park IL TGS - Outside_Temp (°F),Hanover Park IL TGS - Conveyor_RPM (),Hanover Park IL TGS - Liq_GPM (gal/min),Hanover Park IL TGS - Pressure (psi),Hanover Park IL TGS - GPS_gs - transformed (meter_per_sec),Hanover Park IL TGS - Liq_GPM - transformed (gal/min)
"2019-02-01T04:27:05.997508Z","","","",6.492,"","","","","",8.72894,""
"2019-02-01T04:27:04.845522Z","","","","","","",8220.0,1380.0,"","",1380.001264222503
"2019-02-01T04:27:01.846368Z","","","","","","","","",809.0,"",""
"2019-02-01T04:27:00.997346Z","","","","","{""alt"":255.795,""lat"":42.01173901,""lng"":-88.14121207}","","","","","",""
"2019-02-01T04:27:00.997260Z","","","",7.7,"","","","","",9.93694,""
"2019-02-01T04:26:59.845590Z","","","","","","",9240.0,1560.0,"","",1560.001264222503
"2019-02-01T04:26:56.846306Z","","","","","","","","",768.0,"",""
"2019-02-01T04:26:55.997097Z","","","","","{""alt"":254.335,""lat"":42.01166046,""lng"":-88.14160936}","","","","","",""
"2019-02-01T04:26:55.997015Z","","","",4.798,"","","","","",7.034940000000001,""
"2019-02-01T04:26:54.845577Z","","","","","","",7620.0,"","","",""
"2019-02-01T04:26:52.845646Z","","","","","","","",1320.0,"","",1320.001264222503
"2019-02-01T04:26:51.846441Z","","","","","","","","",869.0,"",""
"2019-02-01T04:26:50.994899Z","","","","","{""alt"":251.606,""lat"":42.01160334,""lng"":-88.14192692}","","","","","",""
"2019-02-01T04:26:50.994813Z","","","",7.432,"","","","","",9.668940000000001,""
"2019-02-01T04:26:49.845666Z","","","","","","",1.05e4,1860.0,"","",1860.001264222503
"2019-02-01T04:26:46.846482Z","","","","","","","","",892.0,"",""
"2019-02-01T04:26:45.997001Z","","","","","{""alt"":248.615,""lat"":42.01148656,""lng"":-88.14246076}","","","","","",""
"2019-02-01T04:26:45.996918Z","","","",9.174,"","","","","",11.41094,""
"2019-02-01T04:26:44.845731Z","","","","","","",1.11e4,2040.0,"","",2040.001264222503
"2019-02-01T04:26:41.846567Z","","","","","","","","",866.0,"",""
"2019-02-01T04:26:41.000053Z","","","","","{""alt"":248.501,""lat"":42.01136353,""lng"":-88.14299079}","","","","","",""
"2019-02-01T04:26:40.999969Z","","","",9.113,"","","","","",11.34994,""
"2019-02-01T04:26:38.845702Z","","","","","","","",1920.0,"","",1920.001264222503
"2019-02-01T04:26:37.845700Z","","","","","","",10740.0,"","","",""
"2019-02-01T04:26:36.846558Z","","","","","","","","",975.0,"",""
"2019-02-01T04:26:35.998409Z","","","","","{""alt"":249.158,""lat"":42.01119972,""lng"":-88.14346787}","","","","","",""
"2019-02-01T04:26:35.998319Z","","","",8.71,"","","","","",10.946940000000001,""
"2019-02-01T04:26:34.845770Z","","","","","","",10320.0,1.8e3,"","",1800.001264222503
"2019-02-01T04:26:31.846597Z","","","","","","","","",1045.0,"",""
"2019-02-01T04:26:30.998810Z","","","","","{""alt"":246.061,""lat"":42.01105205,""lng"":-88.14388457}","","","","","",""
"2019-02-01T04:26:30.998727Z","","","",7.525,"","","","","",9.761940000000001,""
"2019-02-01T04:26:29.845764Z","","","","","","",8940.0,1560.0,"","",1560.001264222503
"2019-02-01T04:26:26.846678Z","","","","","","","","",955.0,"",""
"2019-02-01T04:26:25.997926Z","","","","","{""alt"":245.033,""lat"":42.01097254,""lng"":-88.14428165}","","","","","",""
"2019-02-01T04:26:25.997839Z","","","",5.79,"","","","","",8.02694,""
"2019-02-01T04:26:24.845837Z","","","","","","","",1320.0,"","",1320.001264222503
"2019-02-01T04:26:23.845859Z","","","","","","",7.5e3,"","","",""
"2019-02-01T04:26:21.846691Z","","","","","","","","",835.0,"",""
"2019-02-01T04:26:21.000805Z","","","","","{""alt"":244.343,""lat"":42.01098565,""lng"":-88.14457855}","","","","","",""
"2019-02-01T04:26:21.000719Z","","","",3.221,"","","","","",5.457940000000001,""
"2019-02-01T04:26:19.845878Z","","","","","","",11040.0,1560.0,"","",1560.001264222503
"2019-02-01T04:26:16.846610Z","","","","","","","","",2.0,"",""
"2019-02-01T04:26:16.000058Z","","","","","{""alt"":244.562,""lat"":42.01108966,""lng"":-88.14467753}","","","","","",""
"2019-02-01T04:26:15.999974Z","","","",2.374,"","","","","",4.61094,""
"2019-02-01T04:26:10.999058Z","","","","","{""alt"":244.755,""lat"":42.01113753,""lng"":-88.1446716}","","","","","",""
"2019-02-01T04:26:10.998973Z","","","",1.296,"","","","","",3.53294,""
"2019-02-01T04:26:09.846809Z","","","","","","","","",2.0,"",""
"2019-02-01T04:26:08.845949Z","","","","","",10.0,"","","","",""
"2019-02-01T04:26:05.997197Z","","","","","{""alt"":247.376,""lat"":42.01115225,""lng"":-88.14467049}","","","","","",""
"2019-02-01T04:26:05.997112Z","","","",0.696,"","","","","",2.9329400000000003,""
"2019-02-01T04:26:03.846718Z","","","","","","","","",2.0,"",""
"2019-02-01T04:26:01.846778Z","","","","","","","","",18.0,"",""
"2019-02-01T04:26:00.999581Z","","","","","{""alt"":252.638,""lat"":42.01122433,""lng"":-88.14448694}","","","","","",""
"2019-02-01T04:26:00.999498Z","","","",2.289,"","","","","",4.52594,""
"2019-02-01T04:25:56.003086Z","","","","","{""alt"":251.154,""lat"":42.01124775,""lng"":-88.14438739}","","","","","",""
"2019-02-01T04:25:56.003000Z","","","",1.336,"","","","","",3.57294,""
"2019-02-01T04:25:51.000505Z","","","","","{""alt"":249.272,""lat"":42.01128519,""lng"":-88.14415966}","","","","","",""
"2019-02-01T04:25:51.000420Z","","","",5.262,"","","","","",7.498939999999999,""
"2019-02-01T04:25:47.846928Z","","","","","","","","",2.0,"",""
"2019-02-01T04:25:47.846109Z","","","","","","",0.0,0.0,"","",0.0012642225031605564
"2019-02-01T04:25:46.001278Z","","","","","{""alt"":247.168,""lat"":42.01135084,""lng"":-88.14383538}","","","","","",""
"2019-02-01T04:25:46.001197Z","","","",4.483,"","","","","",6.719939999999999,""
"2019-02-01T04:25:43.847026Z","","","","","","","","",667.0,"",""
"2019-02-01T04:25:42.846116Z","","","","","","","",1260.0,"","",1260.001264222503
"2019-02-01T04:25:41.846202Z","","","","","","",7.5e3,"","","",""
"2019-02-01T04:25:40.998093Z","","","","","{""alt"":247.073,""lat"":42.01140892,""lng"":-88.14358425}","","","","","",""
"2019-02-01T04:25:40.998008Z","","","",2.558,"","","","","",4.79494,""
"2019-02-01T04:25:38.846970Z","","","","","","","","",806.0,"",""
"2019-02-01T04:25:37.846154Z","","","","","","",7860.0,1.5e3,"","",1500.001264222503
"2019-02-01T04:25:35.995526Z","","","","","{""alt"":244.282,""lat"":42.01152218,""lng"":-88.14327808}","","","","","",""
"2019-02-01T04:25:35.995443Z","","","",8.736,"","","","","",10.972940000000001,""
"2019-02-01T04:25:33.846898Z","","","","","","","","",921.0,"",""
"2019-02-01T04:25:32.846242Z","","","","","","",11280.0,"","","",""
"2019-02-01T04:25:30.995650Z","","","","","{""alt"":246.156,""lat"":42.01172097,""lng"":-88.14274128}","","","","","",""
"2019-02-01T04:25:30.995567Z","","","",8.355,"","","","","",10.591940000000001,""
"2019-02-01T04:25:29.846251Z","","","","","","","",1980.0,"","",1980.001264222503
"2019-02-01T04:25:28.847127Z","","","","","","","","",825.0,"",""
"2019-02-01T04:25:27.846218Z","","","","","","",10740.0,1860.0,"","",1860.001264222503
"2019-02-01T04:25:25.994376Z","","","","","{""alt"":247.648,""lat"":42.01184325,""lng"":-88.14224151}","","","","","",""
"2019-02-01T04:25:25.994294Z","","","",7.267,"","","","","",9.50394,""
"2019-02-01T04:25:23.847114Z","","","","","","","","",816.0,"",""
"2019-02-01T04:25:21.846304Z","","","","","","",10140.0,1.8e3,"","",1800.001264222503
"2019-02-01T04:25:20.995889Z","","","","","{""alt"":249.176,""lat"":42.01195056,""lng"":-88.14177926}","","","","","",""
"2019-02-01T04:25:20.995802Z","","","",7.324,"","","","","",9.56094,""
"2019-02-01T04:25:18.847100Z","","","","","","","","",870.0,"",""
"2019-02-01T04:25:17.846323Z","","","","","","",8340.0,1440.0,"","",1440.001264222503
"2019-02-01T04:25:15.997631Z","","","","","{""alt"":248.942,""lat"":42.01203595,""lng"":-88.14137305}","","","","","",""
"2019-02-01T04:25:15.997549Z","","","",5.63,"","","","","",7.86694,""
"2019-02-01T04:25:13.847179Z","","","","","","","","",806.0,"",""
"2019-02-01T04:25:12.846392Z","","","","","","",7380.0,1260.0,"","",1260.001264222503
"2019-02-01T04:25:10.995683Z","","","","","{""alt"":249.216,""lat"":42.01210533,""lng"":-88.14110962}","","","","","",""
"2019-02-01T04:25:10.995554Z","","","",4.769,"","","","","",7.005940000000001,""
"2019-02-01T04:25:08.847228Z","","","","","","","","",812.0,"",""
"2019-02-01T04:25:07.846408Z","","","","","","",9060.0,1560.0,"","",1560.001264222503
"2019-02-01T04:25:05.995902Z","","","","","{""alt"":250.63,""lat"":42.01218898,""lng"":-88.14073945}","","","","","",""
"2019-02-01T04:25:05.995818Z","","","",8.972,"","","","","",11.20894,""
"2019-02-01T04:25:03.847265Z","","","","","","","","",792.0,"",""
"2019-02-01T04:25:02.846472Z","","","","","","",11880.0,2.1e3,"","",2100.0012642225033
"2019-02-01T04:25:00.995018Z","","","","","{""alt"":251.115,""lat"":42.01232658,""lng"":-88.14017178}","","","","","",""
"2019-02-01T04:25:00.994935Z","","","",9.949,"","","","","",12.18594,""
"2019-02-01T04:24:58.847386Z","","","","","","","","",968.0,"",""
"2019-02-01T04:24:57.846568Z","","","","","","",12720.0,"","","",""
"2019-02-01T04:24:56.846562Z","","","","","","","",2160.0,"","",2160.0012642225033
"2019-02-01T04:24:55.998021Z","","","","","{""alt"":252.384,""lat"":42.01245551,""lng"":-88.13955723}","","","","","",""
"2019-02-01T04:24:55.997933Z","","","",10.17,"","","","","",12.40694,""
"2019-02-01T04:24:53.847430Z","","","","","","","","",888.0,"",""
"2019-02-01T04:24:52.846547Z","","","","","","",1.26e4,2220.0,"","",2220.0012642225033
"2019-02-01T04:24:50.999498Z","","","","","{""alt"":253.344,""lat"":42.01255144,""lng"":-88.13893075}","","","","","",""
"2019-02-01T04:24:50.999411Z","","","",10.008,"","","","","",12.24494,""
"2019-02-01T04:24:48.847498Z","","","","","","","","",918.0,"",""
"2019-02-01T04:24:47.846599Z","","","","","","",12780.0,"","","",""
"2019-02-01T04:24:46.846604Z","","","","","","","",2220.0,"","",2220.0012642225033
"2019-02-01T04:24:45.998173Z","","","","","{""alt"":255.565,""lat"":42.01264175,""lng"":-88.13832534}","","","","","",""
"2019-02-01T04:24:45.998090Z","","","",9.096,"","","","","",11.33294,""
"2019-02-01T04:24:43.847486Z","","","","","","","","",895.0,"",""
"2019-02-01T04:24:42.846724Z","","","","","","",1.23e4,"","","",""
"2019-02-01T04:24:41.846734Z","","","","","","","",2.1e3,"","",2100.0012642225033
"2019-02-01T04:24:41.001297Z","","","","","{""alt"":256.404,""lat"":42.01271552,""lng"":-88.13772652}","","","","","",""
"2019-02-01T04:24:41.001214Z","","","",9.89,"","","","","",12.126940000000001,""
"2019-02-01T04:24:38.847477Z","","","","","","","","",825.0,"",""
"2019-02-01T04:24:37.846702Z","","","","","","",11820.0,2040.0,"","",2040.001264222503
"2019-02-01T04:24:36.000912Z","","","","","{""alt"":256.961,""lat"":42.01280055,""lng"":-88.13715628}","","","","","",""
"2019-02-01T04:24:36.000829Z","","","",9.317,"","","","","",11.55394,""
"2019-02-01T04:24:33.847538Z","","","","","","","","",950.0,"",""
"2019-02-01T04:24:31.846730Z","","","","","","",11580.0,"","","",""
"2019-02-01T04:24:31.000932Z","","","","","{""alt"":254.536,""lat"":42.012847,""lng"":-88.13660019}","","","","","",""
"2019-02-01T04:24:31.000846Z","","","",9.388,"","","","","",11.62494,""
"2019-02-01T04:24:29.846759Z","","","","","","","",2040.0,"","",2040.001264222503
"2019-02-01T04:24:28.847566Z","","","","","","","","",928.0,"",""
"2019-02-01T04:24:27.846804Z","","","","","","",10620.0,1920.0,"","",1920.001264222503
"2019-02-01T04:24:26.002955Z","","","","","{""alt"":252.89,""lat"":42.01286749,""lng"":-88.13605655}","","","","","",""
"2019-02-01T04:24:26.002871Z","","","",8.197,"","","","","",10.43394,""
"2019-02-01T04:24:23.847627Z","","","","","","","","",829.0,"",""
"2019-02-01T04:24:22.846802Z","","","","","","",8460.0,1440.0,"","",1440.001264222503
"2019-02-01T04:24:20.996051Z","","","","","{""alt"":251.067,""lat"":42.01286459,""lng"":-88.13561404}","","","","","",""
"2019-02-01T04:24:20.995965Z","","","",6.378,"","","","","",8.61494,""
"2019-02-01T04:24:18.847686Z","","","","","","","","",925.0,"",""
"2019-02-01T04:24:17.846872Z","","","","","","",9120.0,1680.0,"","",1680.001264222503
"2019-02-01T04:24:16.000052Z","","","","","{""alt"":247.41,""lat"":42.01285474,""lng"":-88.13517059}","","","","","",""
"2019-02-01T04:24:15.999968Z","","","",8.96,"","","","","",11.196940000000001,""
"2019-02-01T04:24:13.847605Z","","","","","","","","",846.0,"",""
"2019-02-01T04:24:12.846818Z","","","","","","",12240.0,2160.0,"","",2160.0012642225033
"2019-02-01T04:24:11.002784Z","","","","","{""alt"":245.984,""lat"":42.01288799,""lng"":-88.13457676}","","","","","",""
"2019-02-01T04:24:11.002698Z","","","",9.625,"","","","","",11.86194,""
"2019-02-01T04:24:08.847584Z","","","","","","","","",784.0,"",""
"2019-02-01T04:24:07.846799Z","","","","","","",12480.0,2160.0,"","",2160.0012642225033
"2019-02-01T04:24:06.003762Z","","","","","{""alt"":247.489,""lat"":42.01299114,""lng"":-88.13398235}","","","","","",""
"2019-02-01T04:24:06.003668Z","","","",9.509,"","","","","",11.745940000000001,""
"2019-02-01T04:24:03.847711Z","","","","","","","","",863.0,"",""
"2019-02-01T04:24:02.846838Z","","","","","","",12420.0,2220.0,"","",2220.0012642225033
"2019-02-01T04:24:01.001284Z","","","","","{""alt"":245.225,""lat"":42.01312243,""lng"":-88.13341753}","","","","","",""
"2019-02-01T04:24:01.001197Z","","","",10.659,"","","","","",12.895940000000001,""
"2019-02-01T04:23:58.847544Z","","","","","","","","",839.0,"",""
"2019-02-01T04:23:57.846762Z","","","","","","",1.29e4,2340.0,"","",2340.0012642225033
"2019-02-01T04:23:55.995158Z","","","","","{""alt"":242.453,""lat"":42.01332909,""lng"":-88.1328599}","","","","","",""
"2019-02-01T04:23:55.995054Z","","","",10.394,"","","","","",12.63094,""
"2019-02-01T04:23:55.846799Z","","","","","",12.0,"","","","",""
"2019-02-01T04:23:53.847621Z","","","","","","","","",892.0,"",""
"2019-02-01T04:23:52.846737Z","","","","","","",12840.0,"","","",""
"2019-02-01T04:23:50.999358Z","","","","","{""alt"":242.987,""lat"":42.01363289,""lng"":-88.13234749}","","","","","",""
"2019-02-01T04:23:50.999273Z","","","",10.298,"","","","","",12.53494,""
"2019-02-01T04:23:50.846733Z","","","","","","","",2280.0,"","",2280.0012642225033
"2019-02-01T04:23:48.847537Z","","","","","","","","",931.0,"",""
"2019-02-01T04:23:47.846766Z","","","","","","",12420.0,2220.0,"","",2220.0012642225033
"2019-02-01T04:23:45.997610Z","","","","","{""alt"":244.041,""lat"":42.01394108,""lng"":-88.13185407}","","","","","",""
"2019-02-01T04:23:45.997494Z","","","",10.231,"","","","","",12.46794,""
"2019-02-01T04:23:43.847539Z","","","","","","","","",976.0,"",""
"2019-02-01T04:23:41.846732Z","","","","","","",12120.0,2160.0,"","",2160.0012642225033
"2019-02-01T04:23:41.000052Z","","","","","{""alt"":245.284,""lat"":42.0142389,""lng"":-88.13135327}","","","","","",""
"2019-02-01T04:23:40.999972Z","","","",10.06,"","","","","",12.296940000000001,""
"2019-02-01T04:23:38.847499Z","","","","","","","","",1038.0,"",""
"2019-02-01T04:23:37.846672Z","","","","","","",12540.0,"","","",""
"2019-02-01T04:23:35.999632Z","","","","","{""alt"":247.534,""lat"":42.01444919,""lng"":-88.13079964}","","","","","",""
"2019-02-01T04:23:35.999545Z","","","",9.456,"","","","","",11.69294,""
"2019-02-01T04:23:35.846654Z","","","","","","","",2220.0,"","",2220.0012642225033
"2019-02-01T04:23:33.847545Z","","","","","","","","",1028.0,"",""
"2019-02-01T04:23:32.846691Z","","","","","","",1.2e4,"","","",""
"2019-02-01T04:23:30.999133Z","","","","","{""alt"":250.851,""lat"":42.01456236,""lng"":-88.13020991}","","","","","",""
"2019-02-01T04:23:30.999050Z","","","",9.983,"","","","","",12.219940000000001,""
"2019-02-01T04:23:28.847471Z","","","","","","","","",994.0,"",""
"2019-02-01T04:23:28.846631Z","","","","","","","",2.1e3,"","",2100.0012642225033
"2019-02-01T04:23:27.846659Z","","","","","","",11820.0,"","","",""
"2019-02-01T04:23:25.997078Z","","","","","{""alt"":251.311,""lat"":42.01458625,""lng"":-88.12958234}","","","","","",""
"2019-02-01T04:23:25.996994Z","","","",9.452,"","","","","",11.68894,""
"2019-02-01T04:23:24.846628Z","","","","","","","",2040.0,"","",2040.001264222503
"2019-02-01T04:23:23.847571Z","","","","","","","","",1041.0,"",""
"2019-02-01T04:23:22.846567Z","","","","","","",11220.0,2040.0,"","",2040.001264222503
"2019-02-01T04:23:20.992811Z","","","","","{""alt"":252.265,""lat"":42.01456591,""lng"":-88.12900936}","","","","","",""
"2019-02-01T04:23:20.992724Z","","","",9.39,"","","","","",11.626940000000001,""
"2019-02-01T04:23:18.847273Z","","","","","","","","",1027.0,"",""
"2019-02-01T04:23:17.846557Z","","","","","","",9840.0,1740.0,"","",1740.001264222503
"2019-02-01T04:23:15.995642Z","","","","","{""alt"":248.212,""lat"":42.01452281,""lng"":-88.12851614}","","","","","",""
"2019-02-01T04:23:15.995555Z","","","",5.757,"","","","","",7.99394,""
"2019-02-01T04:23:13.847344Z","","","","","","","","",915.0,"",""
"2019-02-01T04:23:12.846509Z","","","","","","",9540.0,1680.0,"","",1680.001264222503
"2019-02-01T04:23:10.993753Z","","","","","{""alt"":247.809,""lat"":42.01445204,""lng"":-88.12822821}","","","","","",""
"2019-02-01T04:23:10.993662Z","","","",3.085,"","","","","",5.32194,""
"2019-02-01T04:23:08.847272Z","","","","","","","","",4.0,"",""
"2019-02-01T04:23:05.995305Z","","","","","{""alt"":245.128,""lat"":42.01437818,""lng"":-88.12821087}","","","","","",""
"2019-02-01T04:23:05.995222Z","","","",0.241,"","","","","",2.4779400000000003,""
"2019-02-01T04:23:00.993047Z","","","","","{""alt"":245.54,""lat"":42.01437787,""lng"":-88.1282075}","","","","","",""
"2019-02-01T04:23:00.992965Z","","","",0.488,"","","","","",2.72494,""
"2019-02-01T04:22:55.994483Z","","","","","{""alt"":246.895,""lat"":42.01441547,""lng"":-88.12820667}","","","","","",""
"2019-02-01T04:22:55.994395Z","","","",2.25,"","","","","",4.486940000000001,""
"2019-02-01T04:22:50.991242Z","","","","","{""alt"":248.007,""lat"":42.0145109,""lng"":-88.12821615}","","","","","",""
"2019-02-01T04:22:50.991160Z","","","",0.716,"","","","","",2.95294,""
"2019-02-01T04:22:50.847244Z","","","","","","","","",2.0,"",""
"2019-02-01T04:22:49.847212Z","","","","","","","","",3.0,"",""
"2019-02-01T04:22:45.992426Z","","","","","{""alt"":251.15,""lat"":42.01447766,""lng"":-88.12826975}","","","","","",""
"2019-02-01T04:22:45.992341Z","","","",2.732,"","","","","",4.96894,""
"2019-02-01T04:22:44.847215Z","","","","","","","","",10.0,"",""
"2019-02-01T04:22:44.846494Z","","","","","","",0.0,"","","",""
"2019-02-01T04:22:43.846496Z","","","","","","","",0.0,"","",0.0012642225031605564
"2019-02-01T04:22:40.995815Z","","","","","{""alt"":249.545,""lat"":42.01445493,""lng"":-88.12840776}","","","","","",""
"2019-02-01T04:22:40.995730Z","","","",2.526,"","","","","",4.76294,""
"2019-02-01T04:22:40.846518Z","","","","","","",7680.0,"","","",""
"2019-02-01T04:22:39.847360Z","","","","","","","","",952.0,"",""
"2019-02-01T04:22:38.846485Z","","","","","","","",1320.0,"","",1320.001264222503
"2019-02-01T04:22:37.846460Z","","","","","","","",1380.0,"","",1380.001264222503
"2019-02-01T04:22:35.996025Z","","","","","{""alt"":249.974,""lat"":42.01445629,""lng"":-88.12871175}","","","","","",""
"2019-02-01T04:22:35.995938Z","","","",8.539,"","","","","",10.77594,""
"2019-02-01T04:22:35.846450Z","","","","","","",10440.0,"","","",""
"2019-02-01T04:22:34.847302Z","","","","","","","","",1024.0,"",""
"2019-02-01T04:22:32.847902Z","","","","","","","",2.1e3,"","",2100.0012642225033
"2019-02-01T04:22:30.846523Z","","","","","","",1.23e4,"","","",""
"2019-02-01T04:22:30.582335Z","","","",10.465,"","","","","",12.70194,""
"2019-02-01T04:22:30.581273Z","","","","","{""alt"":249.956,""lat"":42.01445971,""lng"":-88.12942066}","","","","","",""
"2019-02-01T04:22:29.847224Z","","","","","","","","",845.0,"",""
"2019-02-01T04:22:26.846430Z","","","","","","","",2220.0,"","",2220.0012642225033
"2019-02-01T04:22:25.846431Z","","","","","","",12660.0,"","","",""
"2019-02-01T04:22:24.993189Z","","","","","{""alt"":251.298,""lat"":42.0144212,""lng"":-88.13005027}","","","","","",""
"2019-02-01T04:22:24.993105Z","","","",10.488,"","","","","",12.72494,""
"2019-02-01T04:22:24.847136Z","","","","","","","","",959.0,"",""
"2019-02-01T04:22:22.846477Z","","","","","","","",2160.0,"","",2160.0012642225033
"2019-02-01T04:22:20.846397Z","","","","","","",12780.0,"","","",""
"2019-02-01T04:22:20.585258Z","","","",10.28,"","","","","",12.51694,""
"2019-02-01T04:22:20.584155Z","","","","","{""alt"":252.855,""lat"":42.014304,""lng"":-88.13065918}","","","","","",""
"2019-02-01T04:22:19.847183Z","","","","","","","","",894.0,"",""
"2019-02-01T04:22:15.846423Z","","","","","","",1.26e4,2220.0,"","",2220.0012642225033
"2019-02-01T04:22:14.997202Z","","","","","{""alt"":251.685,""lat"":42.01411574,""lng"":-88.13122914}","","","","","",""
"2019-02-01T04:22:14.997124Z","","","",10.312,"","","","","",12.54894,""
"2019-02-01T04:22:14.847224Z","","","","","","","","",969.0,"",""
"2019-02-01T04:22:11.846352Z","","","","","","","",2160.0,"","",2160.0012642225033
"2019-02-01T04:22:10.611428Z","","","",10.354,"","","","","",12.59094,""
"2019-02-01T04:22:10.610376Z","","","","","{""alt"":251.984,""lat"":42.01384468,""lng"":-88.13173891}","","","","","",""
"2019-02-01T04:22:09.847146Z","","","","","","","","",1057.0,"",""
"2019-02-01T04:22:09.846352Z","","","","","","",12420.0,"","","",""
"2019-02-01T04:22:05.846399Z","","","","","","",12480.0,"","","",""
"2019-02-01T04:22:04.996714Z","","","","","{""alt"":255.425,""lat"":42.01352936,""lng"":-88.13222939}","","","","","",""
"2019-02-01T04:22:04.996628Z","","","",10.361,"","","","","",12.597940000000001,""
"2019-02-01T04:22:04.847169Z","","","","","","","","",1072.0,"",""
"2019-02-01T04:22:02.846358Z","","","","","","","",2220.0,"","",2220.0012642225033
"2019-02-01T04:22:00.846351Z","","","","","","",1.26e4,2280.0,"","",2280.0012642225033
"2019-02-01T04:22:00.609177Z","","","",10.55,"","","","","",12.786940000000001,""
"2019-02-01T04:22:00.608135Z","","","","","{""alt"":258.386,""lat"":42.01323004,""lng"":-88.13275162}","","","","","",""
"2019-02-01T04:21:59.847194Z","","","","","","","","",1136.0,"",""
"2019-02-01T04:21:55.846347Z","","","","","","",1.26e4,"","","",""
"2019-02-01T04:21:54.998625Z","","","","","{""alt"":255.333,""lat"":42.01298181,""lng"":-88.13327494}","","","","","",""
"2019-02-01T04:21:54.998538Z","","","",10.146,"","","","","",12.382940000000001,""
"2019-02-01T04:21:54.847104Z","","","","","","","","",1188.0,"",""
"2019-02-01T04:21:54.846359Z","","","","","","","",2160.0,"","",2160.0012642225033
"2019-02-01T04:21:50.846351Z","","","","","","",11760.0,"","","",""
"2019-02-01T04:21:50.608283Z","","","",9.724,"","","","","",11.96094,""
"2019-02-01T04:21:50.607241Z","","","","","{""alt"":255.362,""lat"":42.01280891,""lng"":-88.1338239}","","","","","",""
"2019-02-01T04:21:49.847124Z","","","","","","","","",1077.0,"",""
"2019-02-01T04:21:48.846335Z","","","","","","","",2040.0,"","",2040.001264222503
"2019-02-01T04:21:45.846394Z","","","","","","",12240.0,2.1e3,"","",2100.0012642225033
"2019-02-01T04:21:44.998216Z","","","","","{""alt"":257.171,""lat"":42.01267913,""lng"":-88.13441861}","","","","","",""
"2019-02-01T04:21:44.998129Z","","","",9.943,"","","","","",12.17994,""
"2019-02-01T04:21:44.847124Z","","","","","","","","",1140.0,"",""
"2019-02-01T04:21:40.846326Z","","","","","","",1.2e4,2220.0,"","",2220.0012642225033
"2019-02-01T04:21:40.583471Z","","","",10.167,"","","","","",12.40394,""
"2019-02-01T04:21:40.582418Z","","","","","{""alt"":251.859,""lat"":42.01261558,""lng"":-88.13500906}","","","","","",""
"2019-02-01T04:21:39.847103Z","","","","","","","","",1040.0,"",""
"2019-02-01T04:21:35.846326Z","","","","","","",11340.0,1980.0,"","",1980.001264222503
"2019-02-01T04:21:34.995967Z","","","","","{""alt"":249.798,""lat"":42.01260661,""lng"":-88.13560031}","","","","","",""
"2019-02-01T04:21:34.995886Z","","","",8.774,"","","","","",11.01094,""
"2019-02-01T04:21:34.847188Z","","","","","","","","",961.0,"",""
"2019-02-01T04:21:30.846279Z","","","","","","",8.1e3,1380.0,"","",1380.001264222503
"2019-02-01T04:21:30.570635Z","","","",5.728,"","","","","",7.96494,""
"2019-02-01T04:21:30.569570Z","","","","","{""alt"":252.852,""lat"":42.01258366,""lng"":-88.13605215}","","","","","",""
"2019-02-01T04:21:29.847172Z","","","","","","","","",1018.0,"",""
"2019-02-01T04:21:25.846276Z","","","","","","",12240.0,"","","",""
"2019-02-01T04:21:24.997528Z","","","","","{""alt"":261.888,""lat"":42.01252662,""lng"":-88.13655359}","","","","","",""
"2019-02-01T04:21:24.997443Z","","","",9.977,"","","","","",12.213940000000001,""
"2019-02-01T04:21:24.847050Z","","","","","","","","",1019.0,"",""
"2019-02-01T04:21:24.846274Z","","","","","","","",2.1e3,"","",2100.0012642225033
"2019-02-01T04:21:20.846253Z","","","","","","",12540.0,"","","",""
"2019-02-01T04:21:20.578802Z","","","",10.46,"","","","","",12.696940000000001,""
"2019-02-01T04:21:20.577588Z","","","","","{""alt"":264.192,""lat"":42.01244735,""lng"":-88.13716206}","","","","","",""
"2019-02-01T04:21:19.847099Z","","","","","","","","",987.0,"",""
"2019-02-01T04:21:17.846277Z","","","","","","","",2220.0,"","",2220.0012642225033
"2019-02-01T04:21:15.846227Z","","","","","","",12660.0,2220.0,"","",2220.0012642225033
"2019-02-01T04:21:14.994233Z","","","","","{""alt"":266.365,""lat"":42.01235509,""lng"":-88.1377792}","","","","","",""
"2019-02-01T04:21:14.994147Z","","","",9.279,"","","","","",11.51594,""
"2019-02-01T04:21:14.847076Z","","","","","","","","",998.0,"",""
"2019-02-01T04:21:10.846243Z","","","","","","",12180.0,"","","",""
"2019-02-01T04:21:10.585767Z","","","",9.904,"","","","","",12.14094,""
"2019-02-01T04:21:10.584663Z","","","","","{""alt"":267.712,""lat"":42.0122608,""lng"":-88.13836391}","","","","","",""
"2019-02-01T04:21:09.846958Z","","","","","","","","",927.0,"",""
"2019-02-01T04:21:08.846178Z","","","","","","","",2.1e3,"","",2100.0012642225033
"2019-02-01T04:21:04.996305Z","","","","","{""alt"":269.709,""lat"":42.01216694,""lng"":-88.1389634}","","","","","",""
"2019-02-01T04:21:04.996222Z","","","",10.076,"","","","","",12.312940000000001,""
